publishedAt,authorDisplayName,textDisplay,polarity_score,polarity
2023-09-29T06:25:51Z,@adityaputra450,hrs na boleh pake online titok,2,positive
2023-09-29T06:09:22Z,@hirlina1237,aneeeh siiih kalau mau bersaing harga nya harus di murahin itu tidak adil sih membela yang satu golongan membunuh golongan lain bayangin orang dari desa harus ke pasar hanya untuk beli barang ribu dengan ongkos ke kota habis ribu jadi barang tersebut ribu dedang online hanya duduk dirumah dengan harga yang sama atau bahkan lebih murah dari ribu,-14,negative
2023-09-29T06:07:31Z,@rajawalichanel936,maap aja nich ko di play store tiktok seller masih bisa di download,-2,negative
2023-09-29T06:03:36Z,@user-qp9nw6qg1p,yang penting harga murah ga masalah,0,neutral
2023-09-29T06:03:27Z,@RiskiRiski-tk6eq,semoga jangan sampai terjadi lagi hal hal yg seperti ini br yg membuat pedagang lokal br pedagang tradisional br menjadi resah akibat aplikasi yg seharusnya untuk hiburan br malah dibuat untuk ajang bisnis,-14,negative
2023-09-30T11:05:35Z,@levinstories,pedagang lokal contoh nya apa sebut kan saja,-6,negative
2023-10-01T01:14:29Z,@iwapeyek3070,bulet br somay br martabak br bajigur br rangi br buah dingin br pancong br bakso,6,positive
2023-10-01T01:17:40Z,@levinstories,itu semua gak di jual di tik tok shop jadi gak ada pengaruhnya buat mereka,2,positive
2023-10-02T03:42:32Z,@MohammadAbdulfatah-xq2hj,yg di maksud adalah pedagang yg tidak mengerti sistem penjual online live tiktok dan bisa jg mereka tidak ada kemampuan utk live tiktok krn tidak semua pedagang umkm org yg paham akan dunia online,-2,negative
2023-10-03T23:44:11Z,@says4864,hanya ada iri dengki itu ya,-7,negative
2023-09-29T06:01:18Z,@RiskiRiski-tk6eq,alhamdulillah br akhirnya saudara saudara ku yg berjualan dipasar tradisional bisa berjualan dengan damai kembali,0,neutral
2023-09-29T09:02:38Z,@RommySusilo-nk6si,tetap semangat pejuan ukm,7,positive
2023-09-29T12:33:14Z,@gram5127,salah lu ndroz justru yg jualan di pasar banyak juga yg pake tiktok tuh liat yg di berita juga kan yg sempet bangkrut jualan di pasar tanah abang br justru org pasar yg jualan di tiktok lebih untung karena bukan hanya ibu yg suka nawar yg beli tapi anak remaja dan ibu yg ga suka nawar pun jadi ikutan beli barang pasar via online br plus dengan adanya tiktok jg jadi banyak pengangguran yg dapet kerjaan sebagai konten kreator live streamer br kalo di ga adain mau ada berapa ribu orang yg nganggur dan berapa ribu seller yg rugi ga akan bikin semua beli ke pasar juga kan yg suka beli di toko akan tetep dtg ke toko yg ke pasar tetep emak yg bakal nawar setengah harga br br harus melek teknologi di as tiktok dilarang karna isu politik as sendiri platform jualannya udah banyak di indo mempermasalahkan data doang dari dulu tapi tetep kecolongan aja jaman paypal dll mau diblockir ampe chatgpt mau di blockir tp data negara kebongkar sama hacker bjorka ga jelas emg cybersecurity nys,1,positive
2023-09-29T13:58:38Z,@rosaliafennyverawaty,yakin tiktok di tutup akan rame lg pasar tradisional kan marketplace lain banyak tuh,-3,negative
2023-09-30T08:28:12Z,@salamsadar5890,dan orang ga akan lagi datang kepasar kan ga laku lah angkot ga laku lah ojek trus karna ga laku lagi angkot maka mreka lama kelamaan akan berubah jadi afiliator dan tukang onile karna pikir mereka quot ah narik angkot ga betul lagi ku tengo yg betul itu jualan online jualan online ah quot jadi lama kelamaan semua akan jadi jualan online kan semua lah penjual ga akan ada yg jadi pembeli semuaaaa jadi jualan wakakamamakaak,-22,negative
2023-09-30T20:09:29Z,@d.4pk,cm liat yg jualan doang tp produsen jg kebanyakan yg dijual itu barang impor trus gimana nasib produsen dalam negeri trus gimana karyawannya br misal bikin baju itu ada penyedia bahan tukang sablon tukang jahit dll rentetannya banyak amp itu kena semua,-6,negative
2023-09-29T05:49:24Z,@zakiahmad2713,ada yg setuju ada yg tdk setuju,16,positive
2023-09-29T05:49:21Z,@cahndeso7543,artis aja yg di larang krn aku jg promosi daganganku lewat tik tok dan gue jg lebih suka beli online drpd ke pasar ngikutin jaman aja lah,7,positive
2023-09-29T05:48:35Z,@kepinara5740,ini mah memanfaatkan situasi pasti ujung ada pajak terus dikorupsi,1,positive
2023-09-29T05:43:30Z,@denidenihamdani8617,artis yang dah tajir mah fokus aja di dunianya ya ga usah jualan banting harga grosis lagi,-1,negative
2023-09-29T05:42:52Z,@Dicolok.kempot_dicabut.Monyong,secara tidak sadar menjatuhkan mata uang rupiah ke yuan,-9,negative
2023-09-29T05:42:07Z,@denidenihamdani8617,ada umkm kecil dan reseler bisa jual di flatpon lain atau buka toko kalau mau salahin artis aj tuh yang rakus menyelal sambil minum air udah kaya masih jualan sembako,1,positive
2023-09-29T05:26:12Z,@mochhaikal4318,hrus nya blokir tiktok nya lagian apa untung nya tiktok bnyk konten quot yg gk beradab pertonton kan,-6,negative
2023-09-29T05:24:42Z,@mochhaikal4318,mantappp,0,neutral
2023-09-29T05:24:34Z,@fauzifatoni9016,bisa murah karena tak perlu sewa toko,2,positive
2023-09-29T05:24:14Z,@cepisetiadi1202,iya gimana nih bikin miskin para buruh textile dan produk dlm negri tumpas impor ilegal bikin bangsa jdi banyak hilang pekerjaan karenanya,5,positive
2023-09-29T04:57:35Z,@asachannel7744,masalah nya di harga klo masalah online nya menurut sya ngikutin jaman ja br klo memang produsen jangan jual ecer biar saluran distribusi nya tetap produsen yg jual ke agen ada agen yg jual ke pedagang besar dan pedagang besar yg jual ke pengecer trus pngecer jual ke pembeli br br klo dri prosusen jual satuan ke pembeli langsung dngan harga murah nya ya jadi begini lah,30,positive
2023-09-29T04:57:08Z,@ajibaskoro8122,lebih baik umkm gabung ke tiktok gitu aja kok repot,-5,negative
2023-09-29T04:48:44Z,@a.b5584,ya iya lah harus di hapus masa yang kaya mereka aja sedangkan umkm matiiiiiii kan sialan,-11,negative
2023-09-29T04:42:02Z,@harrymarsalisach9655,saya sih setuju saja krna sangat berpengaruh pda yg berjualan offline,4,positive
2023-09-29T04:34:35Z,@admvideos8380,adaa kakekdi sebelah kakek negri sakura,-1,negative
2023-09-29T04:15:06Z,@Randiazuro.89,harus ya para artis aja yg di larang terlalu serakah mereka,-2,negative
2023-10-02T02:39:14Z,@sang_pengkhayal99,btl,0,neutral
2023-09-29T03:55:42Z,@user-vo7cz7cc8p,shopi live tokped live udah bener karena marketplace tiktok sosial media dn harganya makin gila,15,positive
2023-09-29T03:33:25Z,@akiditionihao5704,ini kan lebih dulu sudah terjadi pada bidang lain sejak ada email kantor pos sepi sejak ada voip telepon sli pt telkom jadi sepi atau malah tutup internet pasti akan mengubah cara kita bertransaksi seperti kata lagu jaman dulu quot video kills the radio stars quot,5,positive
2023-09-29T03:17:15Z,@rdtn6642,tiktok terlalu serakah aja sih,-2,negative
2023-09-29T03:12:25Z,@Ramini-nt4th,kalau saya sih gimana baik nya aje dech saya selalu ikutin aturan pemerintah karena semua itu ada hikmah nya buat kita semua,-8,negative
2023-09-29T03:11:16Z,@umiati1616,saya pelaku umkm berasa terbantu banget dengan keberadaan tiktok alhamdulilah dengana adanya tiktok bisa mencukupi keluarga dan nyelesaikan hutang,-5,negative
2023-09-29T03:08:19Z,@Ramini-nt4th,alhamdulillahhh,0,neutral
2023-09-29T03:07:31Z,@mohamadtaufiqhidayat4743,mau gak mau kita harus mengikuti perkembangan teknologi melek it karena sekarang era digital dan sudah seharusnya kita memanfaatkan teknologi namun kita juga harus bijak dalam menggunakan teknologi terutama media sosial,21,positive
2023-09-29T07:59:50Z,@tyoronggolawu7518,yg jadi masalah itu sebenarnya karena harga terlalu murah persaingan yg tdk sehat,3,positive
2023-09-29T11:30:02Z,@arsyilabintana4548,harganya dibawah pasaran malah di agen aja gk segitu ditiktok malah di bawah agen klo ini mah yg kaya tambah kaya yg miskin tambah miskin owner nya aja ikut jualin belom para artis dunia yg jualin sebenernya gpp buat jualan online tapi promosi kan saja itu akan jauh lebih adil kayanya lagian pernah gk si kepikiran yg biasa di pasar ada yg jual es atau pedagang kaki lima ini pasar sepi bagus bagi rejeki lah jngn semua di borong,1,positive
2023-09-29T12:24:49Z,@gram5127,juga bro harga murah hanya disaat tertentu untuk menaikan traffic ada kalanya harga normal kalopun harga murah ya anggap aja order grosir karena dengan order banyak kan emg biasanya dapet murah bedanya kalo online ya anggap aja grosir patungan dengan sesama pembeli lain br itu namanya marketing orang yg live tiktok juga kan mereja yg jualan di toko ataupun pasar jadi ga bisa pake alasan ga adil buat org pasar toh justru barang pasar yg biasanya dilirik sama emak yg mau hemat plus di tawar setengah harga di tiktok ga perlu di tawar dan yg liat bisa dari banyak kalangan termasuk anak dan remaja anak ama remaja sebanyak apa sih yg mau blusukan ke pasar cuma buat nyari baju br keliatan kan mana yg bakal rame antara konvensional atau online,38,positive
2023-10-01T06:13:22Z,@pentanashinhye2148,terlalu murah atau emg harga aslinya segitu sering kulihat org nawar dipasar itu sampe jd minimal dari harga juga masih mau artinya harga dinaikin terlalu jauh artinya puluhan tahun sudah untung banyak,7,positive
2023-10-03T23:45:41Z,@says4864,gmn lgi kalo import nya mahal mending cari yg murah,5,positive
2023-09-29T03:06:49Z,@sumirahgani8705,betul sekali setujuu kalo di ditutup biar pasar toserba ramai kembali seluruh pertokoan seluruh indonedia sejahtra cuma artis yg kaya jusl murah lewat online,11,positive
2023-09-29T02:54:51Z,@gunturpratama8893,pemerintah harus bkn melarang perizinan usaha atau per iklan br tp pemerintah harus melajarjan warga yg penghasilan gajih besar wajib membeli produks sendiri indonesia itu yg akan makmurkan rakyat indonesia,-15,negative
2023-09-29T02:43:31Z,@malasarimala9413,enak banget belanja di tiktok untuk ibu yg seperti aku karena kl jln jauh wl bawa mobil ikut anak ku tetep aja kaki sakit kl beli di tik tok tinggal ngetik mudah bisa cod jg,1,positive
2023-09-29T02:42:07Z,@riyantiyanes5433,lohh shopee juga kan sama aja mirip tiktok,5,positive
2023-09-29T02:27:00Z,@fanymarthavia1714,semoga setelah tutup nya shop online tutup tanah abang itc dll banyak pengunjung kembali,-1,negative
2023-09-29T02:17:18Z,@nabilasaleha1183,aku seruju sm pemerintah br artis keterlaluan tdk nikir pedagang kecil artis rakus semua mau hendel krna kemin kaya dan mamerkan kemewahan,2,positive
2023-09-29T02:15:44Z,@user-zy6ux7zo2c,pasar offline mati kalau penjualan seperti ini terus an di lakukan br mikir dong,4,positive
2023-09-29T02:14:39Z,@rzcreatoon8142,kenapa cuman shop nya aja yg dilarang harusnya aplikasinya juga di blokir nanggung amat sih,-1,negative
2023-09-29T09:35:44Z,@ihyaqgaming2144,,0,neutral
2023-09-29T02:10:02Z,@syahlanhalimrajab5701,kalau aturan itu bisa ditinjau kembali dan pemerintah bisa bahas dengan pihak tiktok untuk mendapatkan solusi mengingat ada dampak positif bagi para pedagang online dan konsumen serta pihak yang terkait dan pemerintah juga perlu mempertimbangkan pentupan tiktok shop karena akan menimbulkan masalah baru kepada seluruh pihak yg terkait dengan tiktok utamanya pedagang afiliator konsumen kurir karyawan serta konsumen yg telah terbiasa menggunakan tiktok shop sebagai media belanja,-8,negative
2023-10-01T00:20:43Z,@akasyahm__,kasian pedagang non online mereka di hajar habis an karna perdagangan online salah satunya tiktok udah banyak ko tempat jualan online jadi tiktok saya rasa ga perlu tau sendiri lah di tiktok artis aja pada dagang harga nya murah ya jelas babak belur penjual non online klo mau jualan online kan udh banyak tempat bisa di si ijo oren dll biar tiktok jadi sosmed yg clear klo pun ada hanya iklan promosi aja tidak ada perdagangan,-4,negative
2023-10-01T08:02:06Z,@sukronramdani_,banyak pengrajin pada bangkrut cooek tiktok ga cuman julan umkm lokal prodak china yang murah udah menguasai,-7,negative
2023-10-01T14:11:51Z,@syahlanhalimrajab5701,emang cuma tiktok doang jual produk china dan produk china cuma laris di indonesia,2,positive
2023-10-03T15:38:51Z,@alhusna8344,paling banyaj malah produk lokal,3,positive
2023-09-29T02:03:31Z,@rtc184,kalo dengan harga yg sama gua sih lebih memilih produk import karena produk dalam negeri mahal,13,positive
2023-09-29T02:01:32Z,@etyvensix2297,itu gak pajak ilegal tidak minta izin ya bener lah,-5,negative
2023-09-29T01:58:11Z,@aminsriwidodo609,jutaan seller yg rugi atau merugikan puluhan juta pedagang langsung yg kesulitan berjualan,-5,negative
2023-09-29T01:55:37Z,@ardhy007,ya seharus nya di larang klo masih berjualan di tiktok ya harus di blokir,-3,negative
2023-10-04T13:46:56Z,@gabut_gess,orang kita itu susah bro nanti di blokir demo nanti di hapus demo udah serba salah ini,-25,negative
2023-09-29T01:50:14Z,@RiayadiArya-vt8tc,dengan adanya cod mall mall punya cina pada mati makanya cukong cina pada ngamuk karena mallnya pada mangkrak,-5,negative
2023-09-29T01:36:52Z,@rudiwibowo9311,bukannya ngk boleh cuma ada aroma dumping kali,0,neutral
2023-09-29T01:34:56Z,@dionbisri6631,gw rasa bukan karena tik tok semua sepi harusnya yg ofline juga cari cara bagai mana agar kembali buming br jika pasar ofline ramai lagi trs tik tok sepi apa kah boleh protes juga seperti yg ofline,-28,negative
2023-09-29T01:31:55Z,@primsasurbakti3064,mbak nnti semuala karyawanmu enakla hidupmu kaya la kau tenang lah kau jlan la kau beli rumahla beli mobil kau sama mula bumi ini,12,positive
2023-09-29T01:29:28Z,@lekuza8819,jgn cuma tiktok shopee jg dll merusak tatanan umkm,-3,negative
2023-09-29T01:29:24Z,@M.amin.ansharAnshar,kalah saing,-4,negative
2023-09-29T01:19:56Z,@kenawang1191,alhamdulillah kasian pedagang off line yg harus bayar pajak sewa tempat dll,-8,negative
2023-09-29T01:17:15Z,@aansamiarnise2691,sebelum ada penjualan online pasar besar tdk seperti ini keadaan nya artinya ada dampak dari penjualan online,5,positive
2023-09-29T01:15:59Z,@baitiyahbaru8493,kata dulroji kan cuma di tik tok shop kok pusing,-8,negative
2023-09-29T01:15:56Z,@user-vv4ln9ek9j,saya setuju dgn pemerintah krn penjualan on line banyak penipuan saya pengalaman pesan on line saya pesan gergaji listri yg katanya bisa dicas ternyata yg dikirim cuma rantai dan bar gergaji mesin tdk ada pesan boxter sebabyak pertama agak bagus ygvke dan ke tiga molor tdk sesuai dgn iklan keluarga pesan pakaian wanita dgn hrg rp namun yg dikirim pakaian bekas setelah dikonfirmasi pd pengirim tdk mau membalas bsik wa maupun ditelpon foto nanti disampaikan,34,positive
2023-09-29T01:15:49Z,@Supriono-ek8tw,permendag hrusnya bikin peraturan yng adil bkn melarang orang berkreasi ini dah zamannya digital bung zul umkm itu hrusnya dibantu difasilitasi agr bs jual lwat media online diberi modal tanpa bunga itu namanya perubahan brkmajuan nah permendag bru ini bs mematikan usaha yn hidup jdi mati tolong dngerin keluhan tiktokers,13,positive
2023-09-29T01:15:43Z,@apamtanbu7551,kan yang beri peluang saat kampanye pilpres dulu siapa br br yang katanya akan mendukung penciptaan ekonomi kreatif br br begitu drintis pelan namun pasti oleh penggiat ekonomi kreatif br br eh akhirnya dilarang lagi br br sekedar saran dan tak ada maksud menggurui buat pa presiden br br banyak pihak menduga ini adalah akibat menteri perdagangan yang gagal lantaran banyak ngurusin pencapresan br br kenapa pedagang dimedsos tiktok yang disalahkan,-1,negative
2023-09-29T01:14:22Z,@lolaazahra7850,heran artis udah pd kaya masi jualan kasi sm org yg masi pd kekurangsn kl bs artis jgn pd dagang,8,positive
2023-09-29T01:13:22Z,@momojibon9883,mengutamakan produk sendiri dan melindungi pedagang dalam negeri itu hal terbaik untuk kemakmuran rakyat harus jeli dalam menghadapi persaiangan dagang yg utama perlindungan pedagang dan ukm wajib mengkonsumsi produk dalam negeri membatasi produk impor yg masuk,6,positive
2023-09-29T03:00:30Z,@user-cj3nn8lt5n,secara sudut apa bro ingat negara ini adalah negara yg sedang mengaplikasikan ekonomi multilateral bagian dari kalkulasi dunia tanpa tiktok indonesia gaakan mungkin menciptakan pemuda yg kaya yg bisa membantu lingkungan sekitar lewat sentuhan konten flexing dll intinya berbagi indonesia punya apa selain produksi pertarungan narasi aturan dan produksi kepentingan udah kebanyakan regulasi bro ga mikir apa kedepannya teknologi yg maju dll,7,positive
2023-09-29T04:59:15Z,@ajibaskoro8122,oh betul itu,0,neutral
2023-09-29T11:40:38Z,@husnifauji6337,kasih nene ku pengatahuan tiktok donk kasian sepi dia dagang di pinggir jalan,-11,negative
2023-09-29T12:13:21Z,@gram5127,yang jualan di tiktok justru barang dalam negeri cuy hanya disajikan jadi lebih menarik dengan kreatifitas para kreator kalo yg kalah saing karna gaptek itu bukan salah platformnya dimana juga kalau mau manu ya harus ikuti perkembangan ga bisa terus konvensional buat apa ada teknologi kalo gitu dagang pake kapal laut aja lagi sekalian,-7,negative
2023-09-29T13:51:28Z,@rosaliafennyverawaty,paling banyak di shopee yg jual barang impor sy ga pernah liat di tiktok barang impor kecuali org indo yg beli di luar jual di indo tp yg jual ga byk kebanyakan produk indo semua,3,positive
2023-09-29T01:12:40Z,@sarimah573,online murah yang jauh bisa beli kasian juga yang nganter online juga cari mkn,-15,negative
2023-09-29T01:08:34Z,@apidoha7964,koo saya ikut yg trbaik ngikutin aja lah,-7,negative
2023-09-29T00:57:41Z,@aliffauzan274,pasar lokal tradisional sangat sepi semenjak tahun terakhir,-5,negative
2023-09-29T00:55:46Z,@dedimahdiar2118,gpp yg penting toko offline ga terlalu mahal harganya,1,positive
2023-09-29T00:53:10Z,@dymjasindo231,emang keputusan ga masuk akal itu pedagang offline ga mau mengikuti perubahan jaman aja kaga ngaruh umkm di tiktok shop jg bnyk umkm kali aneh kebijakan pemerintah,17,positive
2023-09-29T00:46:46Z,@KcongKraton,dulu dikasih tau gak dengerin pas dah pada sekarat malah speak up ngelarang,-2,negative
2023-09-29T00:45:56Z,@sanyou5967,artis dan influwnser sdh kya rampok pedagang kecil mereka kurang banyak uang,-6,negative
2023-09-29T00:43:08Z,@caturbaruz931,emang banyak mobil tp mobil murah dan sudah tua tua,3,positive
2023-09-29T00:40:13Z,@nurfarida5358,hanya ucap bersyukur dan alhamdululah atas kebijakan pemerintak membatasi penjualan lawat tiktok shop,-4,negative
2023-09-29T00:37:48Z,@BadronDaily,artis aja yg di larang,0,neutral
2023-09-29T00:35:12Z,@siganteng3627,klo tiktok gak boleh jualan tutup tiktok nya begitu aja kok repot,-3,negative
2023-09-29T00:33:56Z,@jza8708,bagus lah emang nggak ada gunanya tik tok ini,7,positive
2023-09-29T00:27:47Z,@DinalNal-fy3gz,rezeki udah di atur allah knapa ngagu e dagang tik tok ya pedagang ikut lah ke tik tok,13,positive
2023-09-29T00:24:04Z,@serbaserbielk5424,pasar online bersaingnya ga sehat sehingga menjatuhkan usaha orang blaen,1,positive
2023-09-29T00:12:03Z,@alfiankrisna2968,ada baiknya dan ada buruknya tergantung bagaimana kita menyikapinya faktanya penjual offline menjadi kesulitan memang sih dg adanya penjualan on line tapi bagaimana kita menyikapi smwnya dg dewasa guyyysssss tetsp semangat bust pejuang rupiah semoga tetap akan ada jalan keluarnya,24,positive
2023-09-29T00:09:03Z,@mikaelseno9670,yg dimasalahin mah bukan social comre nya tapi regulasi pihak luar yg mematikan umkm negri,-6,negative
2023-09-29T00:04:54Z,@brigadirz6058,krn pajak kan ok lah di larang krn sulit memajaknya tp tolong korupsi juga di kurangi dong keuangan negara kan mayoritas dr pajak jgn di korupsi sm pemerintah,-10,negative
2023-09-29T00:03:57Z,@ipongsoleh8156,oligarki marah barangnya takut taklaku rezim ini hanya untuk oligarki dan kejahstan rezim jokowe ketara di ujung jabatanya,-10,negative
2023-09-29T00:02:38Z,@Zahra-pj5yl,mantapppp,0,neutral
2023-09-28T23:59:13Z,@tromelan,tiktok gajadi tutup bisnis murah pulsa listrik data game air dll download bos pulsa kode barokallah,-7,negative
2023-09-28T23:56:14Z,@ainulrohim-qr6wl,ada ada saja yaa,5,positive
2023-09-28T23:46:18Z,@sumatraindo6642,kasian yang bayar pajak udah jualan sepi bayar pajak pulak,-16,negative
2023-09-28T23:45:40Z,@nuryadiofficial,aku sebagai pedagang offline sudah thn dan sudah terjun juga online karena saya rasa harus mengikuti jaman tapi saya melihat jualan online itu memang menjanjikan tapi juga saya ngeri dengan persaingannya bisa di ibaratkan kita bunuh bunuhan dalam bisnis online berdampak juga kepada menurunnya biaya jasa konveksi dikarenakan pesaingan harga yang terlalu murah juga sehingga pihak konveksi juga kena imbas di harga jasa yang semakin murah aja saya kebih setuju tutup commers yang barbar sistem bisnisnya,-24,negative
2023-09-29T02:20:34Z,@yuliatin5710,nah itu dia di online itu perang harga gila an cm yg perusahaan raksasa aja yg akan menang dan akan melahap yg kecil jadi walaupun semua umkm dan pedagang ofline pindah ke online semua mereka tetap akan mati pelan oleh perusahaan raksasa kalau pemerintah tdk mengatur masalah perang harga,-3,negative
2023-09-28T23:45:19Z,@mohkawi80,pemerintah indonesia memang bodol lah kenapa kau tutup apa gunanya punya hp ini lah kalau otak dengkul semoga amin ri,4,positive
2023-09-28T23:04:35Z,@user-le3mj8te3j,artis jg ikut apalagi harga jor joran itu yg perlu di,2,positive
2023-09-28T22:58:43Z,@sangatkreatif,benar memang harus di tertibkan saya sebagai pedagang umkm lokal merasa di bantu dengan adanya aturan tersebut melihat sekarang ini banyak penjualan di e commerce sangat merugikan pedagang umkm lokal dari segi harga,1,positive
2023-09-29T05:00:32Z,@ajibaskoro8122,gabung aja ke e commerce gitu aja kok repot,-8,negative
2023-09-29T05:27:50Z,@freegrew,saya sebagai pembeli lokal lebih suka belanja online karena lebih murah,3,positive
2023-09-29T09:27:00Z,@xdreamer328,gabung sih bisa tapi kan harus terkenal kalau bukan artist susah laku,-12,negative
2023-09-29T11:13:01Z,@toats3005,iya sekarang sudah era nya digital serba mudah dan dipermudah kembali lagi ke pembeli masing masing saya saja sebagai pembeli sejak awal awal adanya e commerse jarang beli offline kecuali kebutuhan sehari hari ke warung tetangga,9,positive
2023-09-29T11:17:38Z,@elsialwanii1950,ya klau gtu turuni juga harganya jualan online aja jual harga murah masi ada untung,20,positive
2023-09-28T22:57:43Z,@campuradukchannel2304,inilah hidup di indo apapun disuruh bayar indonesiaku bobrok,-7,negative
2023-09-28T22:45:41Z,@faiqfauzie3249,tanda pemimpin kita guoblokkk,-2,negative
2023-09-28T22:45:12Z,@IyanB,baguslah s sma pemerintah,0,neutral
2023-09-28T22:37:56Z,@adipurwanto1611,muncul terakhir cewek yang mikir dirinya sendiri padahal banyak pedagang lain yang gulung tikar,-8,negative
2023-09-28T21:25:26Z,@agunksudrajatdiwandono2726,ibarat nya belain orang lalu matiin orang jujur sih gw lebih berpihak untuk larangan tiktok shop br kalau ga di larang artis pasti ngeramein juga udah youtube di penuhin mereka tiktok pun mereka juga br ya ga muter lah uang,6,positive
2023-09-28T15:46:50Z,@indrathamrin8879,sadarkah kalian kalo orang menjajah kita bukan dengan senjata lg tp dengan teknologi dengan membuat aplikasi yg mematikan ekonomie,-6,negative
2023-09-28T14:57:35Z,@gegammer6016,ngelihat artis belain habis syuting jualan di tiktok awalnya gw kira mereka ngikut tren karena banyak teman artisnya melakukan itu tapi lama lama kek kelihatan ekonomi memang tidak baik baik saja br br moga algoritmanya benar benar tidak berpihak ke yang punya jabatan ama cuan lebih karena klo sama saja maka langkah tiktok shop ditutup seakan sia sia,-14,negative
2023-09-28T14:11:02Z,@freshformtheoven,artis ini harusny kasih kesempatan pada pedagang kecil kalian sudah besar masih kurang juga,2,positive
2023-09-28T13:07:23Z,@mieramen7358,umkm jg tiktok an gak masalah,-4,negative
2023-09-28T13:05:48Z,@supraptojendral4147,hukum ekonomi pedagang mengikuti pasar bukan pasar mengikuti pedagang sekarang sudah jamannya semuannya serba on line contoh paralel restoran padang bangkrut karena jalan tol ya mang dah jamannya,-2,negative
2023-09-28T12:48:05Z,@MuhammadYusup-pk1vv,yah jualan buka kios llah,4,positive
2023-09-28T12:46:28Z,@NAPzc,yang begin kok diatur semuanya diatur biarin aja bos biar ekonomi indonesia bs merata dapet laba gg hanya segelintir aja yang bs meraih laba jika gg online online bgs juga bisa pasarkan brg tradisional haddeh,-7,negative
2023-09-28T12:31:57Z,@alalfianalawa2382,buah simalakama,2,positive
2023-09-28T12:22:04Z,@Kenzio123,mantapp,0,neutral
2023-09-28T12:04:53Z,@esihastuti2713,ada batu di balik udang,3,positive
2023-09-28T11:45:11Z,@papih4737,bukan karena tiktok emang daya beli rendah dan offline kalah dalam harga dan daya tarik,-5,negative
2023-09-28T11:42:27Z,@alimuhammadmutohir218,pelarangan penjualsn barang ditiktok dilajukan agar pedagang offline bisa bangkit lg tp jgn lantas kembali seperti kemarin dlm menjual barang harganya sangat mahal krn mengambil untung sangat besar krn merasa dibutuhksn kalau itu terjadi lg pasti pembeli barang ttp akan cari solusi barang murah dg cara yg lain lagi,6,positive
2023-09-28T11:36:58Z,@mamaputri1773,setuju kali,4,positive
2023-09-28T11:33:49Z,@ikhsani624,aturan ini lebih ke mengurangi orang yg maruk yg sudah jd artis byk followers masih maruk jualan imbasnya pedagang kecil atau pedagang offline sepi pembeli kasian,-6,negative
2023-09-28T11:22:47Z,@agoesbettamedan1590,sepertinya mau kembali ke zaman batu,5,positive
2023-09-28T11:07:12Z,@romdhoniasick9382,kenakan pajak dooong,-3,negative
2023-09-28T10:52:18Z,@adyprasetia2422,makin kesini makin parah emang aku kepasar sedih ngelihat kondisinya bisa main futsal saking sepinya sejak jual beli melalui online merajai dan meningkatnya peluang kerja bagi para kurir tp kantor pos tutup,8,positive
2023-10-01T01:11:59Z,@DroidLaxy,pegawai pos seperti pns jam istirahat tutup jam tutup pelayanan,-1,negative
2023-10-03T12:24:43Z,@orangindo999,pos mah milik negara isi nya sekumpulan org malas makan gajibuta beda sm swasta ky jnt dsb lebih professional,-1,negative
2023-09-28T10:45:58Z,@faesolefendi9866,seperti halnya di malaysia juga kerajaan malaysia juga kayaknya seperti itu,-10,negative
2023-09-28T10:37:58Z,@gendon9166,dan inilah salah satu yg namanya mungkin globalisasi pasar,-2,negative
2023-09-28T10:26:35Z,@danismardiaman5684,seller toko tiktok menangis mendengar tiktok shop di rarang berjualan,-5,negative
2023-09-28T10:11:19Z,@jr_ringgo5113,lebih mendukung keputusan pemerintah sih,5,positive
2023-09-28T10:02:43Z,@user-yr3nm5bq2j,kanapa gak di larangnya produk luarnya saja kanapa yang di larang tiktokshopnya padahal kalo aturanya bener bisa jadi inovasi yang bagus,-3,negative
2023-09-28T09:18:19Z,@ericdesada9673,betul saya lebih senang jalan ke pasar sambil cuci mata,3,positive
2023-09-28T08:56:28Z,@amorakitty5018,tiktok shope harus di paksa bayar pajak itu maksudx agar koruptor bisa terus berpesta merampok uang rakyat anggaran di kementrian jadi tempat basah untuk merampok sementara untuk rakyat hanya sekitar yg sa di nikmati rakyat ngotak ga tu si jokodok byg sibuk melancarkakan politik dinasty nya lupa kewajiban negara sebagai kepala negara yg wajib mensejahterakan rayat,-33,negative
2023-09-28T07:41:30Z,@user-bd7pc9ve3p,bagus sekali kalau ditutup banyak konsumen tertipu oleh penjualan online kualitas tidak sesuai barang yang dipromosikan,0,neutral
2023-09-28T06:08:42Z,@luxury524,demi tanah abang,0,neutral
2023-09-28T05:48:20Z,@ramdani9316,tepuk tangan untuk pemerintah shope juga hapus kalo bisa sisakan lazada aja,-1,negative
2023-09-28T04:38:56Z,@ramadhanrama3018,artis kemaruk,2,positive
2023-09-28T04:18:56Z,@sutriyonoion5825,yang pro pemerinta lebih banyak dari pd kontra,-4,negative
2023-09-28T03:48:50Z,@bangnajibchannel87,lalu bagaimana dengan marketplace dan shope apa tetap ada,7,positive
