"full_text","Label"
"@TweetRAMALAN Jujur sih kaget soalnya baru tau soal mitos dan fakta tiktok #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda betul. jangan sampai menimbulkan kerugian baru . #KamiUMKMdiTikTok","netral"
"padahal dengan adanya tiktok shop ini banyak yang merasakan terbantu untuk jualan #KamiUMKMdiTikTok  https://t.co/YFeoNoRJrq https://t.co/GcYjp8SnQT","positif"
"@Kutipan_Anda Tiktok shop membantu bgt bikin jualan ku brkembang. Kalo di larang, fix aku bakal miskin lagi #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Sebaiknya sih jangan ditutup tapi LBH mencari solusi yg baik #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Jangan langsung ngambil keputusan buat ditutup sih ya #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Semoga dipertimbangkan lagi deh yaa krn sangat disayangkan  #KamiUMKMdiTikTok","negatif"
"@Kutipan_Anda Kalo tiktok shop di larang, fix bakal bnyk org yg hilang penghasilan nih #KamiUMKMdiTikTok","negatif"
"@TweetRAMALAN tiktok emang bisa jadi sarana untuk mengembangkan UMKM nih #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda bener bgt sih. byk yg untung juga kan selama ini. #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Padahal tiktok shop lumayan ngebantu umkm loh #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda UMKM juga untung jualan di tiktok, sebaiknya jgn langsung ditutup deh #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN Wah rame nih baca yuk #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Setuju bgt dikaji ulang #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Di uji kaji dulu la kbnaran nya, krn klo ini di larang, bakal bnyk pedagang kecil yg merugi jg #KamiUMKMdiTikTok","negatif"
"@TweetRAMALAN Ternyata banyak bgt ya fakta dan mitosnya #KamiUMKMdiTikTok","netral"
"@TweetRAMALAN padahal tiktok bisa digunakan siapa aja, kalo mau ikutan jualan jg gapapa kali #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda lebih baik pikirkan ulang deh banyak umkm yang berjualan disana #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Padahal sekarang sudah banyak UMKM kecil yang beralih ke tiktok shop. Semoga bisa dikaji dulu deh sama pemerintah #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Setuju, jgn asal larang aja #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Kenapa harus di larang? Padahal banyak UMKM juga yang mulai jualan di tiktok shop #KamiUMKMdiTikTok","netral"
"@TweetRAMALAN doi gue sering belanja di ginian tapi gatau pasti sama informasi ini #KamiUMKMdiTikTok","netral"
"@TweetRAMALAN Kalau menurutku sih tiktok nih bisa jadi sarana untuk mengembangkan UMKM nih #KamiUMKMdiTikTok","netral"
"perlu dikaji lagi gasih pelarangan Tiktok Shop ini, trsansformasi era digital lho.. #KamiUMKMdiTikTok  https://t.co/nCSLJSzvEs","negatif"
"@Kutipan_Anda Banyak orang yang punya uang dari jualan di tiktok #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN Wahh banyak mitos yg selama ini dipercayai ternyata setelah baca ini  #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda banyak orang terbantu karna jualaj di tiktok  #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN soalnya di tiktok murah, mana kadang bisa dapetin diskon #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN Baru tau aku ternyata banyak sekali fakta dan mitos di tiktok #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda aku setuju sih kak, ga sedikit umkm yg jualan di tiktok dan butuh bgt di suport buar berkembang sih #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Udh banyak orang di untung kan lho #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Coba dipikirkan dulu ini dampak kedepannya bagaimana? Bagaimana nasib #KamiUMKMdiTikTok","netral"
"@TweetRAMALAN ini soal pemanfaatan teknologi aja gasi? #KamiUMKMdiTikTok","netral"
"@TweetRAMALAN Wahh baru tau nih gue mitos soal ini  #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Pasti banyak pro dan kontra sih pasti. Setuju buat dikaji ulang #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Ini sangat membantu sekali bagi generasi muda tentunya #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda setuju, banyak juga kok umkm kita yg jualan di tiktok kak #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Ngerasa beruntung bangett serba mudah sekrang lebih mudahh  #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Nah bner, di kaji lbh dlm dulu kallii. Bnyk manfaat nya ini tiktok shop #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Seakan bisa berusaha dan berpenghasilan dgn berjualan disana  #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Bener banget, jangan terlalu gegabah mengambil keputusan #KamiUMKMdiTikTok","negatif"
"@Kutipan_Anda Padahal banyak pedagang yang makin terkenal ya jualannya di tiktok shop, sangat disayangkan si klo sampai di larang #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Udh ngikutin zaman eh kok dlarang #KamiUMKMdiTikTok","negatif"
"@Kutipan_Anda Bener banget sih, sayang bgt kalau sampe gabisa jualan lagi #KamiUMKMdiTikTok","negatif"
"@TweetRAMALAN Banyak banget nih informasi yang gue baru tau disini  #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda emang bener juga sih ini, mungkin bisa ga sih kalau seumpama UMKM yang berjualan secara offline juga dibantu promosi lewat Sosmed terutama Tiktok Shop gituu tuh  #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda #KamiUMKMdiTikTok juga ingin mencari rejeki dengan cara yg kami kuasai","netral"
"@Kutipan_Anda Produk lokal.lebih mudah di perkenalkan secara skala nasional nya melalui media sosial seperti Tiktok shop ini #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Wah tiktok sekarang sangat membantu sekali nih untuk perekonomian masyarakat #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda yups, emang bener sih kalau pengkajian sebelum melarang penggunaan Tiktok Shop itu harus dilakukan terlebih dahulu, banyak juga UMKM yang menjadikan Tiktok sebagai ladang rezeki mereka  #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN selain itu juga di sini tuu kita bisa liat dengan jelas produk yang kita belii #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda aku dukung untuk dikaji ulang lagi supaya penjual tidak dirugikan #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda sebaiknya dikaji lebih dalam jangan langsung dilarang #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Iya nih harus dikaji ulang sih menurut ku #KamiUMKMdiTikTok","netral"
"@TweetRAMALAN Padahal aku suka banget belanja di tik tok. #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda ayo pertimbangkan terlebih dahulu, pikirkan para penjual online juga #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda tolong dipertimbangkan kembali karena dengan adanya tiktok shop sangat membantu #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda benr sih banyak banget sumber penghasilan di tiktokshop #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Setuju banget, UMKM jadi lebih aktif dan produktif loh  #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Lebih baik dipikirkan dahulu #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Setuju sih, harus ada evaluasi dan dikaji lagi agar ada solusi terbaik #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN tapi emang iyaa belanja di tiktok shop se simpe ituu #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Yukk gaeesss dukung umkm di tiktokk... Biar usahanya makin berjaya #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda benul padahal udah rame lo usaha kecil makin meningkat yok gerakkan #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Sebenarnya udah mulai banyak pedagang kecil yang ikut jualan di Tiktok, mohon dikaji lagi #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda emang bener sih, kalo sebelum adanya dilarang penggunaannya bisa tuh dikaji daripada merugikan pihak yang lainnya juga #KamiUMKMdiTikTok","negatif"
"@TweetRAMALAN asli di tiktok murah murah banget sii #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Dengan adanya tiktok produk UMKM dapat makin dikenal, jangan langsung dilarang sii. Ada baiknya kaji dulu #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Para penjual makin terkenal dagangannya berkat tiktok shop #KamiUMKMdiTikTok","positif"
"pedagang banyak yang terbantu dengan berjualan di Tiktop Shop lho.. kok malah dilarang #KamiUMKMdiTikTok   https://t.co/kF5TqykVy6","positif"
"@TweetRAMALAN Waw harus dikaji ulang sih ini #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Sebenernya sayang sih kalo beneran dilarang????  #KamiUMKMdiTikTok","negatif"
"@Kutipan_Anda Plis aku suka banget belanja disini #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Kayaknya perlu dikaji dulu deh, karena para umkm juga banyak yang berjualan di tiktok shop #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Banyak hal positif yang diberikan oleh  shop jadi coba kaji lagi deh  #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Semoga bisa dipertimbangkan lagi, jangan langsung dilarang gitu, pusing nih #KamiUMKMdiTikTok karena kan butuh juga buat kelangsungan hidup","netral"
"@Kutipan_Anda Harusnya memang dikaji ulang nih Tiktok Shop jangan langsung di cutoff aja, kasian sama toko yang sedang merintis usahanya #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Tiktok shop sebenarnya sangat memudahkan pedagang menjual kan dagangannya, mohon dikaji ulang #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda dengan adanya sangat membantu bagi #KamiUMKMdiTikTok jadi jangan dilarang penjualannya..","positif"
"@Kutipan_Anda yok gerakkkan #KamiUMKMdiTikTok agar lebih maju","positif"
"@Kutipan_Anda Bener loh banyak orang berani mulai usaha yaa lewat tiktok shop ini  #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda jangan nyerah pokoknya  #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN Kalo menurut saya sih sebenarnya tiktok ini sangat menguntungkan para UMKM #KamiUMKMdiTikTok","positif"
"banyak untungnya kok, apalagi buat UMKM #KamiUMKMdiTikTok  https://t.co/pY1iBY5Pwf","positif"
"@Kutipan_Anda Jangan langsung dilarang penggunaan gak sii ada baik nya dikaji dulu #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Setuju nih daripada langsung ditutup mending dikaji dulu apakah memang benar merugikan atau malah menguntungkan UMKM kecil #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Tiktok bnyk bantu usaha kecil, jgn di larang dong #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda ini semangat terus untuk perjuangkan #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda membantu banget lo #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda banyak untungnya kan #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda #KamiUMKMdiTikTok berharap tidak dihapus gak kami","netral"
"@Kutipan_Anda Mohon dikaji ulang karena jualan di Tiktok itu banyak beragam kemudahan #KamiUMKMdiTikTok","positif"
"mending di kaji lagi sih #KamiUMKMdiTikTok karena gak semuanya berdampak negatif","netral"
"@Kutipan_Anda Wah semoga Bisa Berjalan Dengan Lancar  dengan adanya  #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Kajing ulang deh ya, banyak umum yg memanfaatkan tiktok shop buat memperkenalkan dagangannya #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Semoga dipertimbangkan lagi sangat disayangkan sihh...  #KamiUMKMdiTikTok","negatif"
"@Kutipan_Anda Dengan adanya tiktok shop alhmdulilah daganganku banyak penjualannya loh #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Iya kita butuh berjualan, jgn ditutup dulu di tiktok shop  #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Bisa banget di kaji dahulu #KamiUMKMdiTikTok","netral"
"@TweetRAMALAN Sungguh Fakta- fakta yang mengejutkan, Mendingan kalian Baca jug ya.. #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda sangat beruntung #KamiUMKMdiTikTok merasa dagangan laku keras","positif"
"@Kutipan_Anda semoga benar-benar ada pengkajian lagi, karena banyak umkm yang terbantu #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Kataku bener si ada baik nya dikaji terlebih dahulu, jangan langsung diambil negatif nya #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN Waahhh ada berita apa nih sampe rame begini #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda lohh tiktok itu sekarang sangat amat membantu para UMKM untuk menjual daganyannya biar rame pembeli.  #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Semoga ada solusi terbaik nya ya  #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Tiktok shop salah satu platfom yg banyak membantu umkm #KamiUMKMdiTikTok","positif"
"mending di kaji lagi sih #KamiUMKMdiTikTok karena gak semuanya berdampak negatif","netral"
"@Kutipan_Anda Setuju banget harusnya dikaji ulang Tiktok Shop ini malahan banyak keuntungannya daripada ruginya buktinya dengan banyak orang yang belanja maka banyak yang saling diuntungkan dalam hal ini. #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN Wahh lagi rame nih soal tik tok di dunia #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Wah semoga Bisa Berjalan Dengan Lancar #KamiUMKMdiTikTok","netral"
"betulll! jangan langsung memutuskan. liat juga sudut pandang dari pelaku penjual di tiktokshop #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda #KamiUMKMdiTikTok senang rasanya ada cara untuk memasarkan produk kami","positif"
"@Kutipan_Anda iya bener banyak umkm yang meraup ke untungan padahal #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Nyatanya umkm banyak yg terbantu dengan adanya tiktok shop #KamiUMKMdiTikTok","positif"
"betulll! jangan langsung memutuskan. liat juga sudut pandang dari pelaku penjual di tiktokshop #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda betul banget karena #KamiUMKMdiTikTok sangat bermanfaat","positif"
"Iya berkat tiktokshop banyak loh para ibu rumah tangga jadi bisa menghasilkan uang dirumah.  #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN Mengejutkan bgt ni, tiktok ada mitosnya juga, tp pernah ngerasain si lumayannya jualan d tiktok #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Iya sihh kayaknya harus dikaji dulu deh #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Bener banget, masa mau dilarang dah heran banget... #KamiUMKMdiTikTok","negatif"
"@Kutipan_Anda Banyak UMKM justru terbantu loh dg adanya tiktok shop  #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN Rame banget ya nih berita #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda banyak penjual yang kini berjualan di tiktok shop jadi tolong banget nih dikaji ulang  #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Aneh juga nih padahal tu banyak banget tau yg menjadikan tiktok sebagai penghasil rezeki #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN Mitos atau fakta ini berita #KamiUMKMdiTikTok cari?ý informasi biar gak penasaran","netral"
"@Kutipan_Anda setuju nih harusnya dikaji ulang, #KamiUMKMdiTikTok sangat bergantung terhadap penjualan di aplikasi tsb","netral"
"@TweetRAMALAN ayo budayakan literasi dulu , boleh dibaca dulu gais #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Banyak UMKM justru terbantu loh dg adanya tiktok shop  #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN Padahal gue sering banget belanjanya di tiktok #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Banyak manfaat buat penjual  karena modal juga teratasi bisa menjangkau seluruh Indonesia juga produk umkm nya #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN not bad juga sebenernya, karena sebagian besar umkm juga terbantu #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN heem gimana ya karena skrg umkm juga banyak jual di tiktok #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda mending di kaji lagi sih #KamiUMKMdiTikTok karena gak semuanya berdampak negatif","netral"
"@Kutipan_Anda Boleh tuh sarannya #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda betulll! jangan langsung memutuskan. liat juga sudut pandang dari pelaku penjual di tiktokshop #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda baiknya dikaji dulu sejauh mana tiktok itu bermanfaat bagi umkm  #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Iya berkat tiktokshop banyak loh para ibu rumah tangga jadi bisa menghasilkan uang dirumah.  #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN Rame banget sekarang ini beritanya #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Padahal banyak yg terbantu dengan tiktok shop loh  #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda ga sedikit yg cuma ngandelin di platform itu apalagi yg udh mullai dari 0 di situ #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Ada banyak yg berjualan disana loh. Kasian nasib mereka klo dilarang #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Iya bener sih harus di kaji dlu dan dicari solusi terbaik nya #KamiUMKMdiTikTok","netral"
"TikTok Shop sudah membantu pekerjaan saya dan memberikan dampak bagi keluarga saya dan jika ditutup maka akan banyak kendala dalam upaya menghidupi keluarga saya  Mohon atensi Bapak @jokowi   #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda banyak yang terbantu nih berkat tiktok shop, umkm semakin maju dan  dikenal banyak orang #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Yang pastinya #KamiUMKMdiTikTok akan tetap terus menggunakan karena di sinilah kami bisa memperkenalkan produk kami","netral"
"@Kutipan_Anda #KamiUMKMdiTikTok sangat mudah jualan disini dan pelanggan pun senang, mohon dikaji lagi","positif"
"@Kutipan_Anda Wah ini sio bnget deh umkn padahal terbantu  #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Kaget juga kenapa langsung dilarang penggunaannya padahal bisa dikaji lebih dalam dahulu #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Bener, padahal UMKM tiktok bisa berkembang sejauh ini dengan baik #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Sependapat mending dikaji ulang #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Iya nih kaji ulang dulu aja lah jgn grusak grusuk tau?ý dilarang.  #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Iyaa nihhh para umkm juga berkembang kalo di tiktok... #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda kasian loh para umkm yg saat ini cuma bisa ngandelin jualan di situ :((( #KamiUMKMdiTikTok","negatif"
"@Kutipan_Anda Jangan sampai dilarang deh. Kasian pedagang juga #KamiUMKMdiTikTok","negatif"
"@Kutipan_Anda Mantap banget dehh SM produk-produk ditiktok shop #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda TikTok Shop menjadi wadah buat para pengusaha kecil yang baru terjun #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN aku lebih sering belanja di tiktok sbnrnya, apalg produk umkm #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Yg ank sekolah juga bisa Nyambi jualan perlu di kaji ulang nih  #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Kan ini sangat membantu sekali untuk para UMKM #KamiUMKMdiTikTok","positif"
"harusnya dikaji dulu gasih, jangan main larang aja. kan banyak juga UMKM yang makin terkenal gara-gara jualan di Tiktok Shop ???? #KamiUMKMdiTikTok  https://t.co/ebk6TKhYZy","negatif"
"@Kutipan_Anda setuju! bisa kok dikaji perlahan dulu sebelum benar benar memutuskan, karena #KamiUMKMdiTikTok jugaa kasiannn","netral"
"@Kutipan_Anda Harus ada keseimbangan nihh antara Tiktok Shop dan offline shop agar semua nyaa untung #KamiUMKMdiTikTok","netral"
"@TweetRAMALAN Rame amat ni tentang mitos tiktok, yg bs memanfaatkn tiktok dg baik banyak nguntungin UMKM lo #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Jualan di Tiktok itu lebih mudah, jadi harus dikaji lebih dalam dulu #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda semoga dikaji lebih dalam terlebih dahulu daripada langsung dilarang penggunaannya #KamiUMKMdiTikTok","netral"
"@TweetRAMALAN Ada apa sih? Kan tiktok juga berdampak baik utk ekonomi masyarakat #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Kehadiran TikTok Shop ini salahsatu bukti perekonomian UMKM semakin meningkat, ga ada salahnya dikaji lebih dlu. #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Bener banget nih, #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Kenapa yah harus dilarang kan ga menyenggol pihak lain #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Semoga bisa ditemukan titik tengahnya yaah gaes agar ga ada yg merasa dirugikan #KamiUMKMdiTikTok","netral"
"Kami UMKM di tiktok bukan judi online #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Setuju harus di kaji ulang biar makin maju  #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda #KamiUMKMdiTikTok juga kasiannn, ga semua nya dapat buka toko","netral"
"@TweetRAMALAN agak mengejutkan #KamiUMKMdiTikTok oke buat UMKM juga","netral"
"@TweetRAMALAN not bad juga sebenernya, karena sebagian besar umkm juga terbantu #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN sejelas itu loh kalo tiktok ini bisa meningkatkan UMKM #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Memang kalo di tiktok itu gampang viral nya dan cepet laku nya hehe #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Saya setuju kalo di kaji laji #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda iya bener termasuk aku juga bisa jualan disana  #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda harus ada win win solution dengan #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Banyak UMKM kecil di tiktok shop harus nya pemerintah dukung?ý sih jgn malah mau nutup  #KamiUMKMdiTikTok","negatif"
"@TweetRAMALAN Mitos apa fakta hayoooo baca dulu yuk guys agar tau #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Banyak pelaku UMKM yg produknya makin laris berkat tiktok shop #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN @enhahex soal yg lagi rame #KamiUMKMdiTikTok ini timbul pro kontra ya","netral"
"@TweetRAMALAN Emng si banyak bgt mitos dan fakta yg sebenernya masi mentah publik juga harus cermat memilah info #KamiUMKMdiTikTok","netral"
"Nah bener banget, dikaji dulu yang bener jangan langsung dilarang, gimana nasib nya #KamiUMKMdiTikTok nanti","netral"
"@Kutipan_Anda Bener nih bagusnya ditinjau lagi  Tiktok Shop daripada langsung dilarang penggunanannya #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Bener banget dikaji dulu biar sama2 sebelum dilarang penggunaannya #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Waktu tau berita ini kaget sih, kan mereka jualan cari uang halal kenapa malah dipersulit gini, umkm ini juga jualan ga ngerugiin siapa-siapa malah mereka memperkenalkan produk jualannya dan harusnya disupport biar makin maju umkm kita #Kami","netral"
"@Kutipan_Anda kenapa mesti dilarang yah? Kan banyak juga UMKM yang jualan di tiktok #KamiUMKMdiTikTok","netral"
"Bener banget.. lalu bagaimana nasib para UMKM yang sudah merintis bisnisnya lewat TikTok Shop.. #KamiUMKMdiTikTok","netral"
"@TweetRAMALAN Beritanya makin gede gak nyangka #KamiUMKMdiTikTok","netral"
"@TweetRAMALAN Lagi rame nih soal Tiktok di dunia Mitos dan Fakta #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda jangan sampai aturan yang di berlakukan akan membunuh #KamiUMKMdiTikTok","negatif"
"@Kutipan_Anda Pasti sangat terbantu sekali nih bagi para umkm untuk memudahkan berjualan #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda sangat disayangkan jika penggunaan tiktok shop dilarang, padahal sangat membantu sekali untuk para UMKM #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda betull!! hati hati menyesal nanti nya kalau ambil pilihan tanpa dikaji terlebih dahulu #KamiUMKMdiTikTok","negatif"
"@TweetRAMALAN gak heran ada trend #KamiUMKMdiTikTok lumayan membantu UMKM juga","positif"
"@TweetRAMALAN Di semua platfrom ada plus minus ofline dan online kalo baramg nya menarik pun bakal laku laku aja #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Semoga bisa dipertimbangkan lagi, jangan langsung dilarang gitu, pusing nih #KamiUMKMdiTikTok karena kan butuh juga buat kelangsungan hidup","netral"
"padahal tiktok bisa jadi sarana yang bagus ya buat UMKM kita lebih berkembang pesat #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda TikTok Diskon nya mantap banget dehh ,gk Salah milih TikTok shop #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN gua pro banget sih kalo tiktok itu untuk menaikkan UMKM #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda iyaloh padahal membantu banget para umkm untuk jualan #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda bener sih soalnya banyak untungnya juga sih #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN Waduh aku juga bingung masalah ini gmn #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda lohh tiktok itu sekarang sangat amat membantu para UMKM untuk menjual daganyannya biar rame pembeli.  #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Gak setuju bgt sih kalo ditutup, banyak loh UMKM yg terbantu  #KamiUMKMdiTikTok","negatif"
"Apalagi TikTokShop yg sudah banyak membantu UMKM untuk berkembang. UMKM yg tadinya ga dilirik sekarang jadi mata pencaharian setiap orang. #KamiUMKMdiTikTok monggo pak @jokowi disimak dan diresapi dengan seksama, terima kasih","positif"
"Nah bener banget, dikaji dulu yang bener jangan langsung dilarang, gimana nasib nya #KamiUMKMdiTikTok nanti","netral"
"@Kutipan_Anda Kaget juga kenapa langsung dilarang penggunaannya padahal bisa dikaji lebih dalam dahulu #KamiUMKMdiTikTok","netral"
"@TweetRAMALAN hmm menurut gua si bagus tau untuk menaikkan UMKM masyarakat #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN Padahal tik tok begitu menguntungkan buat pelaku UMKM  #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Betul banget, sangat disayangkan kalau dilarang #KamiUMKMdiTikTok","negatif"
"@Kutipan_Anda Nah ini Karena memang jualan di tiktok banyak loh kemudahan?ý yang didapat, jadi mending pikirin lagi para #KamiUMKMdiTikTok ini","positif"
"@Kutipan_Anda #KamiUMKMdiTikTok semoga ada titik temu tanpa harus merugikan satu sama lainnya","netral"
"Bener banget.. lalu bagaimana nasib para UMKM yang sudah merintis bisnisnya lewat TikTok Shop.. #KamiUMKMdiTikTok","netral"
"@TweetRAMALAN Kalau itu bermanfaat buat semua gpp juga #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda #KamiUMKMdiTikTok bersyukur banget bisa jualan di TikTok krna emang sangat menjanjikan","positif"
"@TweetRAMALAN Wajib di baca guys biar ga penasaran sama jd tau motor dan fakta #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Keren banget ya Tiktok Shop ini. Bisa terkenal loh dagangan nya. Mantep banget. #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Padahal dengan ada nya Tiktok Shop itu membantu #KamiUMKMdiTikTok loh buat kehidupan sehari-hari","positif"
