publishedAt,authorDisplayName,textDisplay,likeCount;
2023-10-06T00:50:56Z,@ariefatrea4914,Kembali ke zaman batu,0;
"2023-10-06T00:04:04Z,@user-rd9ux5et4u,""Lah trus facebook gimana...?? Instagram gimana,,banyak medsos lainnya yg berjyalan juga di lini mereka"",0";
"2023-10-05T23:58:00Z,@pakdheganteng3621,""Pemerintah apa gak bisa bik8n pasar online, pemerintah aneh"",0";
2023-10-05T22:26:31Z,@DIY_Creative,Yg untung anda... tapi algoritma memihak pedagang cina..biar untung... kan uang kita keluar keluarnegeri,0;
2023-10-05T18:54:45Z,@user-ym2ql1pv6p,PANTAS UNI EROPA MELARANG TIKTOK MASUK KE NEGARA NYA TERNYATA EROPA TAU ARAH KE MANA TIKTOK INI SEBENAR NYA,1;
"2023-10-05T18:48:11Z,@Anastasia-iz2bw,""Mangkanya hp sekarang canggih, hp sudah punya smarphone semua tinggal pakailah jualan online, emang masyarakat mau bodoh terus gitu sama negara lain, pikir pikir, sekarang hp sudah canggih gunakan untuk jualan, kalau tidak bisa jualan online belajarlah sama teman dan sodara yang bisa,, hidup itu jangan payah 😅😅😅"",0";
2023-10-05T14:32:59Z,@abdulrohim5724,saya gak mau jadi orang munafik...<br>Klo saya juga butuh tiktok shop.<br>Orang menengah kebawah juga pengeng harga lebih terjangkau...popok yg biasa harga 120 saya beli di tiktok shop cuma 98rb..bayangin 22rbu betapa berharganya buat saya yg gajinya 250/Minggu..,0;
2023-10-05T13:24:50Z,@erfanmakmur3882,Coba bbm kamu kasi turun aman tentram dan damai bkn hapus ini itu,0;
2023-10-05T12:56:26Z,@yopiehandian1935,Saya pedangan offline di Mall jujur saya merasa ada harapan baru untuk saya berjualan lagi karna berpa tahun terakir banyak2 rekan2 sesama pedagang di mall yang gulung tikar di karena kan sepi pengunjung sekali nya ada pengunjung mereka hanya nongkrong dan jalan2 cuci2 mata bukan untuk belanja tiap bulan kami di bebankan sewa tempat dan gaji buat SPG...mudah2an semua nya bisa berjalan lancar untuk semua pedagang,0;
"2023-10-05T11:36:55Z,@ErandNatsa,""suatu kemunduran teknologi di indonesia, gmn mau maju ini indonesia diajak maju malah mundur... ga bakalan rame lg itu tanah abang, website 1688 bisa order lsg dr china harga pun murah, import pun masih gampang mau gelap mau resmi 😂😂"",0";
2023-10-05T11:26:27Z,@achmady7661,Kasian juga toko2 yg jual di pasar pada ga laku mau makan apa juga mereka,0;
2023-10-05T10:46:04Z,@SpaghettyBolognese,Susah sih narik pajaknya ya pak😅,0;
2023-10-05T10:45:10Z,@SpaghettyBolognese,Susah sih narik pajaknya ya pak,0;
2023-10-05T09:52:53Z,@dxoll-xs9vm,Allhmdulillah tiktok di larang.<br>Harga nya ga masuk di akal tiktok masa Indomie 1 dus cuma 1000 kan aneh,0;
"2023-10-05T09:31:20Z,@apratama4556,""Shope live,face book dan aplikasi lain juga bisa jual murah...inti nya sih karena nggak nyetor pajak aja...😊..."",0";
2023-10-05T08:12:58Z,@indahlestari3413,Kalau niat bisnis sewa saja kios dipasar biar semua berdampak positif termasuk transportasi jd rame lg karena banyak yg kepasar.,0;
"2023-10-05T08:02:13Z,@ganaanggara5720,""Gw dukung pemerintahan,,"",0";
"2023-10-05T07:56:33Z,@user-dp5fz6bv9n,""INTINYA APA YANG KITA BELI, ITU YANG KITA DUKUNG."",0";
2023-10-05T06:45:32Z,@Noctiszki,Boss uang banyank ajum bodoh,0;
2023-10-05T06:29:23Z,@bajangtegar9378,Sayang banyak padahal yang terbantu di tiktok shop,0;
2023-10-05T05:51:05Z,@teukudewangga2366,Tiktok nya juga sekalian ditutup..,0;
2023-10-05T04:59:01Z,@user-in8dw6gs8w,Lebih baik yg d tutup itu yg melarangnya,0;
"2023-10-05T04:41:22Z,@OtaKristiani-se6nm,""Mantap pak menteri,tutup saja tiktok shop"",0";
2023-10-05T04:23:43Z,@changgragani4737,terus kalo masih ada jual harus ada hukuman apa gk pak,0;
"2023-10-05T04:05:55Z,@krisanmawar565,""HONGKONG SDH LAMA HEI DI TUTUP ,,TP AMAN AE"",0";
"2023-10-05T03:38:43Z,@ddrahmatt,""yang ga boleh itu harus nya artis, publik pigur... boleh pun harusnya kena kan pajak yang besar dari laba bersih... kalo penjual kecil free.. ada penjualan laba bersih dibawah 1 jt per hari biar kan free pajak, kalu up 1jt sd 5jt kenakan pajak 3%, kalo up 5jt sd 15jt kenakan pajak 5%, kalo up 15jt sd 50jt kenakan pajak 10%, kalo 50jt sd 500jt kenakan pajak 30%, kalo 500jt sd milyar milayar kenakan pajak 70%<br><br>teknisnya gimana?<br>aku kasih gambaran... jadi platform harus menyediakan harga modal dan harga jual disitu bisa ketemu berapa keuntungan laba bersih. dikalkulasikan per 24jam, dan dana modal + laba keuntungan bisa ditarik setelah dipotong pajak oleh platform yang secara instant masuk ke kas negara yang bisa dilihat secara transparat, bisa digunakan untuk penangan sampah seluruh indonesia ❤❤❤ <br><br><br><br>bantu up ya... <br><br>penjual kecil terangkat ekonomi keluarganya kampungnya,<br>penjual besar mengangkat ekonomi negara <br><br>sini ngopi sama aku wahai pembuat kebijakan kebijakan 🎉🎉🎉"",0";
2023-10-05T03:20:39Z,@galihardhana3903,Setuju,0;
2023-10-05T03:01:12Z,@roeshdhaniez,Bagus 👍👍,0;
"2023-10-05T02:15:26Z,@unit3997,""Alhamdulilah kenapa baru sekarang sih pemerintah bertindak, kerja kalian ngapain aja pemerintah, semoga tanah abang cipulir dan lainya pedagang offline segera bangkit lagi aminnnn !!!"",2";
2023-10-11T07:05:56Z,@RajaGaluh-bk8oi,ya bnr knp baru skrg di tindk lanjuti,0;
2023-10-05T02:09:30Z,@aivachannel565,Saya sangat mendukung UMKM kecil sejahtera.,0;
2023-10-05T01:15:38Z,@famsuryapanjaitan2001,Tutup 7 juta menyelatkan 50jt ❤️,0;
2023-10-05T01:14:09Z,@famsuryapanjaitan2001,Perdagangan liar hanya menguntungkan segelintir orang,0;
2023-10-05T00:39:24Z,@masakiya-wx2hb,Melarang hukum alam. Karna jaman selalu berputar yg jualan d tiktok mayoritas UMKM. Dngn tiktok org modal paspasan bisa memperbaiki ekonomi<br>Intinya pengusa pasar ga mau turun tahta,0;
2023-10-05T00:19:16Z,@bocil838,yg pro sama penutupan tiktok hanya para UMKM tua yg gaptek dan ber sdm rendah 😂,0;
2023-10-05T00:15:27Z,@andysetiawan1043,Patokanya adl TV,0;
"2023-10-05T00:00:15Z,@zaharathamrin9201,""Jangan banyak alesan bela diri mbaaa,,  orang lain juga punya anak istri,  pedagang2 punya keluarga , jangan bingung ,tapi sadar diri ,,,,"",0";
"2023-10-04T23:57:47Z,@zaharathamrin9201,""Nah Gitu, namanya pemerintah berguna untuk rakyat ,,"",0";
"2023-10-04T23:55:20Z,@user-tc9vq9kj3s,""Ribet amat ya, tik tok tinggal bikin aplikasi tiktok shop"",0";
"2023-10-04T23:08:37Z,@bearbrand7465,""Setuju dgn pemerintah, stabilitas ekonomi nasional hrs mjd prioritas"",0";
"2023-10-04T22:45:42Z,@alibarqul3731,""Kalau tiktok di tutup masib bisa di shopee, yanv jadi masalah itu emang produk² impor itu lo"",0";
"2023-10-04T22:17:06Z,@anambaskara637,""pedagang online dadi ngamplo,"",0";
2023-10-04T22:14:29Z,@syahrulbahri7329,Ini Mentri kaga tau apa yang di bicarakan. Taunya joget doang...😁,0;
2023-10-04T21:35:31Z,@matamu8878,Yaa...😂😂gak bisa minta spil nomor etalase donk,0;
2023-10-04T21:28:32Z,@Subarnast8,Stop juga barang cina serius bang itu merusak barang lokal,0;
2023-10-04T20:33:35Z,@cuculeon4742,Mantap pak. kasihan Pasar pak sepih,0;
2023-10-04T20:16:40Z,@reecurties5264,<b>KENAPA BINGUNG ????</b><br><b>ADA ALLAH YANG MAHA KAYA</b>,0;
2023-10-04T20:05:58Z,@muhammad_fa6739,Para warganet pilihlah prabowo dan pan dalam pilpres 2024..semoga Indonesia bersih dari tiktok 😂,0;
"2023-10-04T19:14:59Z,@riffamo4601,""menurutku win win solutionnya tiktokshop tetap dibuka tapi harus barang produk indo , karena kita sebagai konsumen dan pedagang sangat terbantu dengan adanya tiktokshop."",0";
"2023-10-06T04:31:25Z,@iorianam8070,""Gw tinggal dijakarta. Disini banyak orang dari tiongkok bawa barang dari negara mereka untuk bombardir produk lokal. Krn dibuat imitasinya dengan bahan sedikit lbh berkualitas. Secara tdk langsung mereka platform tiktok ngeliat pasar indo, produk lokal yg laris langsung cepat2 dibuat imitasinya. Yg jual juga bos2 orang mereka yg tinggal dan pindah kesini. Banyak ruko2 bisnis tiktok tertutup pdhl transaksinya ratusan juta. Karyawannya cm 2-5 biji dgn gaji kecil bagian packing."",0";
2023-10-04T18:16:55Z,@tangguh475,Sangat setuju seandenya tiktok di tutup lah🤪,0;
2023-10-04T17:35:00Z,@dinabdullah2463,Saya sbg konsumen sebenarnya sangat terbantu dgn adanya shop on line,0;
2023-10-04T17:00:29Z,@rikobahari2335,Padahal ada shopee dll bisa juga kok live emang dasar mau aja di perbudak china iya skrng lo dapet duit setelah produk yang lo jual di jiplak dan dijual kembali dengan harga murah nangis sudah banyak penjual tik tok yang ngeluh kaya gitu terlebih lagi skincare,0;
2023-10-04T16:23:56Z,@dvtrbl,Seperti TV.. jadul bat.. astaga mau 2030 kek gini amat.. 🤣🤣🤣,0;
2023-10-04T16:00:19Z,@TAEK_coookkkkk,Shopee kok gak di tutup juga?,0;
2023-10-04T15:35:06Z,@sintabohay9602,Kesel banget,0;
2023-10-04T15:21:20Z,@parnopras219,Masuk ..alhirnya peoduk dalam negeri bisa laku kaya batik .ayaman dari bambu.alat dapur tradisional ..bisa laku ...kasihan sama saudara kita yang membuat kerajian .rumah tangga ..setuju sekali karena produk dalam negeri  insyaaalh bisa laku lagi,0;
2023-10-04T15:13:37Z,@user-jq3ss2bq6l,Jelas izinya aja beda . Minta trs beroprasi.. merugikan negara,0;
2023-10-04T15:00:01Z,@mumu4420,Tp kalian jga tdk tau rasa nya jadi org kurang kreatif di media onlen. Betapa susah nya cari duit.,0;
2023-10-04T14:42:58Z,@IsmantoAtto-my4wt,Mudah-mudahan dengan di tutupnya tiktok jualan.. Usaha online selerku rame lg... Aamiin,0;
"2023-10-04T14:30:28Z,@salimkadarusman591,""Pemerintah tutup tiktok nggak apa apa, tapi bikinin dong ganti nya yg seperti itu biar warganya bisa jualan online dengan enak seperti di tiktok"",0";
"2023-10-04T14:16:14Z,@valino1952,""Youtube dkuasai Artis, Tiktok jg Artis.. Shopee Artis jg."",0";
"2023-10-04T14:09:26Z,@DevinaAstina,""Semoga tiktok nya juga di hapus, karena toxic fake dompamine high"",0";
2023-10-04T13:56:42Z,@LaurenSmith723,Pedagang tiktok serakah,0;
"2023-10-04T13:27:40Z,@saimahfahra8770,""Mau di apa2 in juga tetap sepi mau mol apalah tanah abang pasti sepi.rakyat dah susah.apa2 mahal ongkos mahal,harga barang nya juga mahal.udah waktu kebuang.mana cape."",0";
2023-10-04T13:17:06Z,@anitarahma7213,Hanya karna satu daerah pasar sepi tpi buat 1 indonesia terkena dampak...lbih banyak yg dagang online...harusnya cari solusi lain bukan merugikan para pedagang online...karna tanah abang sepi buat jutaan orang kehilangan mata pencarian...,0;
2023-10-04T13:15:27Z,@balqisvlog8686,Ada ada aja,0;
"2023-10-04T13:01:16Z,@firdausbaonk6983,""Berantas judi online , bukan nya kemudahan msyarakat di berantas"",0";
2023-10-04T12:48:45Z,@dianahmad8062,Intinya harus belanja ke toko lebih real,0;
2023-10-04T12:35:00Z,@SinagaRajaHasagian,Mana Suara Pendukung PDI,0;
2023-10-04T12:17:16Z,@alipnurudin8314,Ribed banget yang ada itu dipermudah biar ekonomi cepat maju,0;
2023-10-04T11:58:55Z,@kijee6299,Kenapa ngga sekalian Aplikasi TIKTOK NYA juga nanggung,1;
2023-10-04T11:47:01Z,@user-gu7ku4xl6h,nanti juga pindah ke apk shopping lainnya,0;
2023-10-04T11:46:52Z,@BurhanRoko-sy9wh,Tutup ue lah ie tukang jait jdi sepi ramekan lagi tanah abang,0;
2023-10-04T11:34:50Z,@solihunsolihun5539,Kits jauh Dari kota beli jauh,0;
2023-10-04T11:32:28Z,@user-gu7ku4xl6h,Ga papa Shopee kan ada😂,0;
2023-10-04T11:28:14Z,@BlackDiamond-sw8lo,lah fb dan ig apa kabar?? malah jadi tempat jualan 😂,0;
"2023-10-04T11:26:18Z,@rra2931,""Njir gua baca komennya warga tiktok 90% malah nyalahin pemerintah njir , coba kalau mereka berpikir kritis efek barang impor terhadap umkm"",1";
"2023-10-04T11:23:09Z,@primadini8034,""Secara pribadi merasa sayang ditutup.karna bisa belanja murah,kwalitas bagus,ngak usah jalan jauh...kalau tiktok bisa jual murah.lah knp yg lain jual mahal ? Di tik tok juga banyak UMKM lho...Carikan jln keluar buat merekA.."",0";
2023-10-04T11:21:50Z,@Unik_oi,Ayo rameikan lagi pasar tanabang!,0;
2023-10-04T11:12:34Z,@erlivinoloza254,Lemah,0;
"2023-10-04T11:11:32Z,@mamioratihchannel8140,""Toko offline jd ramai lg, sy kemarin lusa jalan2 belanja baju ke mall n grosir… di bandung"",0";
2023-10-04T11:03:23Z,@user-vc8iw6iq7d,Gk jls,0;
2023-10-04T10:50:41Z,@sitiridwan7310,Alhamdulillah ditutup,0;
2023-10-04T10:33:32Z,@putrasputra8901,Pemerintah Harus bersaing Dgn tik tok. Bukan malah melarang.. (di tutup ),0;
"2023-10-04T10:32:39Z,@m.aliyansah2291,""Masa judi online ga di tutup,,,sedangkan jalur usaha orng di tutup,,,,parah,,,,"",0";
2023-10-04T10:10:10Z,@Shivaanantapradita,SETUJU TUTUP SAJA 😅,0;
2023-10-04T09:43:37Z,@LindaWati-gc5do,Setuju banget.,0;
2023-10-04T09:42:01Z,@johnnysihite5702,Iya sekaranga Tanah Abang ramai lagi. Alhamdulilah. Macet lagi jalannya sampai susah bergeraknya.,0;
2023-10-04T09:30:33Z,@fikriahmad9908,Simple kok... blokir aj aplikasi tiktoknya... tiktok  itu jg merusak moral...,0;
2023-10-04T09:14:51Z,@SatrioPanjalu-ui4gv,Jos banget lorrrr kalaupun aku di posisi influence tetap aku dukung,1;
"2023-10-04T08:59:42Z,@wanitacantik7294,""Kenapa harus bingung cobaaa mau jualan dimana? Sebanyak ituu E-Comerce, ada shopee, lazada, dll. Hayooo dongg pikirin solusi dalam suatu tindakan, masa gitu aja bingungg, udah disediakan banyak platform jualan sama pemerintah, tinggal pilih lhooooo"",0";
"2023-10-04T08:34:08Z,@loovytooji2687,""Misalnya tiktok dilarang pemerintah, pedagang tiktok lari ke toko onlineshop seperti toko oren dan toko ijo mereka banting harga juga gmn?"",0";
"2023-10-04T08:29:01Z,@julian_n808,""Pemerintah terlalu kuno berpikir, susah untuk maju.."",0";
"2023-10-04T08:27:48Z,@cupugaming2551,""Shoope lazada gimana, jangan linglung"",0";
"2023-10-04T07:46:34Z,@kimdami5219,""Banyak komen bilang menolong umkm, Kalo gbiaa beradaptasi dengan perubahan ya digusur lah, malah menyalahkan sistem baru yang maju. Kenapa tidak memanfaatkan saja dan ikut beradaptasi agar para umkm yang katanya dirugikan dapat untung juga"",0";
2023-10-04T07:40:19Z,@mhdtv5669,Setuju saya di tutup mending UMKM aja,0;
2023-10-04T07:36:45Z,@enggasirait1990,EDUKASI ke masyarakat juga di perhatikan. Contoh sesuai kan juga harga pasaran darat jgan jauh lebih mahal dari online gitu. Buat lah nilai EDUKASI yg tinggi untuk masyarakat.  Perlu di seimbangkan.,0;
2023-10-04T07:29:00Z,@enggasirait1990,(UMKM) PERLU DI JAGA keseimbangan nya karna hal semacam adanya kebebasan penjualan liar online tiktok ini yg mengurangi banyak nilai penghasilan pedagang/ usaha.,0;
"2023-10-04T07:18:28Z,@mbknurnur5195,""Tik tok bikin hancur pedagang UMKM,,,hapus aja"",0";
"2023-10-04T06:57:59Z,@enggasirait1990,""Ini cocok sebenarnya perdagangan online di hapus , karna emang merusak nilai aturan perdagangan. Kasihan dengan pedagang lainya, kita perlu keseimbangan, jgan berat sebelah. Jadi tiktok perdagangan online secepatnya di tindak lanjuti"",0";
2023-10-04T06:30:58Z,@acepjuhara2053,Sekalian pak Shopee juga di lihat masa harga celana panjang cuma 5000,0;
"2023-10-04T06:26:42Z,@SutiknoTikno-uh4uv,""Sangat setuju ,jualan onleen justru akan mematikan   penjual dibpasar Dan  di took Dan di plasma suwalayan klo go di tindak tegas akan berdampak gedung suwalayan pasar took hanya akan mati Dan jadi bangunan tuwa  jadi mangkrak"",0";
2023-10-04T06:21:55Z,@channel-YUK-KITA-SHOLAWAT,😂😂😂 kasih paham pak.keras kepala semua.padahal demi kebaikannya.,0;
"2023-10-04T06:08:11Z,@dameriatiodora5468,""Urusan mu lo, matikan sandang pangan. Tiktok FB shopee tokped lazada g ada pajaknya woi. Yg kaya semakin kaya yg miskin semakin miskin"",0";
2023-10-04T06:04:44Z,@permanaraditya1243,Ojol pembunuh opang<br>Hapuskan ojol<br>Biar adil,0;
2023-10-04T05:59:30Z,@user-ny6rm2sv3z,Alhamdulillah dah dijalur yg bener pemerintah,0;
"2023-10-04T05:44:50Z,@sanjuri,""Yg perlu ditutup adalah game,"",0";
2023-10-04T05:10:43Z,@overdecade4001,Yang di larang itu Artis yg berjualan,0;
2023-10-04T04:46:39Z,@noeadi2007,Terlalu banyak ambil untung makanya ndak laku kalah saing,0;
"2023-10-04T04:41:21Z,@Reyhan92,""Sekedar ingin sharing mengenai permasalahan Tiktok Shop ini, jd ada beberapa masalah terkait :<br><br>1. Permasalahan pertama Tiktok Shop ialah karena Tiktok pada awalnya didaftarkan sebagai Media Sosial, bukan sebagai E-Commerce, jd dr sini saja sudah terlihat jelas bagaimana Tiktok menyalahi aturan<br><br>2. Masalah kedua ialah ditemukannya beberapa produk PRODUSEN/DISTRIBUTOR yg dijual jauh dibawah harga standar/umum/pasarannya. Ditambah jg beberapa ARTIS yg juga ikut terjun dalam hal ini sebagai Affiliator dan malah ikut berjualan dengan Harga dibawah pasaran<br><br>Sungguh ironi sekali para UMKM pun mereka berjualan dengan barang yg didapat dr DISTRIBUTOR/PRODUSEN juga. Bayangkan saja oleh kalian sendiri kedepannya akan bagaimana😘<br><br>3. Ditemukannya beberapa produk Impor, khususnya produk China yg harga jauh dibawah harga produk lokal.. jelas ini merugikan para pelaku usaha produk dalam negeri<br><br>Jadi bagi kalian yg senang dengan belanja Online, silahkan, tidak ada yg salah dengan itu, ini bukan sekedar masalah belanja Online atau Offline, tp masalah Ekonomi negara dan masyarakat kita kedepannya🔥<br><br>Dan untuk para seller tiktok shop masih ada E-Commerce lain yg bisa dijadikan tempat berdagang<br><br>Ingat, pelaku UMKM berusaha hanya untuk menghidupi keluarganya agar berkecukupan.<br>Sedangkan para PRODUSEN/DISTRIBUTOR besar dan ARTIS itu hanya untuk menambah kekayaan dan memenuhi gengsi saja<br><br>Salam Akal sehat✅"",0";
2023-10-04T03:53:41Z,@aripwijaksono3921,Buat aja tanah abg shop,0;
"2023-10-04T03:50:21Z,@paceakut01,""Aneh betul, justru ada yang untuk di permudah malah di bikin sulit"",0";
2023-10-04T03:23:48Z,@almcroof2146,Jangan biarkan ekonomi Indonesia dikendalikan Cina melalui TikTok,0;
"2023-10-04T03:16:35Z,@anonimus699,""Pemerintah harus ikut andil buat menyelamatkan pedagang pasar offline dimana mereka sudah bayar sewa tempat yg mahal dan wajib pajak, lagian pedagang online apakah bayar pajak juga ke pemerintah secara langsung, jual barang saja harga dibawah pasar yg turut mematikan usaha rejeki pedagang offline, mana banyak yg jualan artis lagi."",0";
2023-10-04T03:10:33Z,@user-kp1yi7we3k,Gimana Indonesia pengen maju skrng udah era modern seharus pemerintah  itu mendorong UKM dagang di online shop duh ada sendih,0;
2023-10-04T02:48:25Z,@user-qf4mo9ui4b,Parah menghambat rezeki org lain,0;
"2023-10-04T02:23:09Z,@user-jq3rp9fw4z,""Tindakan pemerintah benar, sesuai regulasi, kalo tiktok di tutup, ada Shopee ada tokped dll yg sesuai regulasi"",0";
2023-10-04T01:46:54Z,@user-tq6oq5nt9l,Mengurangi penipuan jg sih,0;
2023-10-04T01:35:05Z,@iluhrista5667,Tiktok aplikasi harus di hapus gk penting bagu generasi kita.,0;
"2023-10-04T01:15:20Z,@fathourrachman687,""Tiktok shop dtutup,umkm siap pasang harga tinggi dan mahal..ngeeeekkk"",0";
2023-10-04T00:39:50Z,@iwanharleris3896,Mendag kok pekok kenapa judi slot ga dihapus zulhas pan zulhas pan semakin di depan begonya,0;
2023-10-04T03:32:08Z,@lakongamok5302,Rezim MUNAFIK<br>Demi kelancaran kebusukan mereka semua<br>Sok memihak sama rakyat biar keliatan baik,0;
2023-10-04T00:38:29Z,@claudiosilva7510,Nokia mulai pudar karena tidak mengikuti perkembangan pasar global. <br><br>Tapi ini bukan tentang Nokia,0;
2023-10-04T00:27:29Z,@maniacgamez5795,Lah itu di tanah abang ke online lah bodo banget hidup lo di jakarta kok gaptek?,0;
2023-10-04T00:23:17Z,@BagasP015,Kerja keras lah jangan ngandalin jualan online...nasip pedang pasar anak2 nya mau dikasih makan apa,0;
"2023-10-04T03:33:52Z,@lakongamok5302,""Sudut pandang mu itu perlu di perbaiki<br>Emg cuma anak dia aja yg makan ?<br>Emg harus kerja keras?<br>Kerja keras itu gmna?<br>Angkat batu 1 ton?<br>Gw yakin , 1+1 aja kw g tau"",0";
2023-10-04T00:21:49Z,@BagasP015,Saya setuju kok..,0;
2023-10-03T23:54:27Z,@srimulyanti5594,Sangatttt setujuuuuu klo ditutupppp,0;
"2023-10-03T23:46:10Z,@bramjkt4329,""Kenapa hanya tiktok,,, lazada, bukalapak, shopi knapa g tutup"",0";
2023-10-03T22:52:12Z,@adekurnia40,Sekalian aja larang tik tok nya jangan nanggung,0;
"2023-10-03T22:45:36Z,@clashofclan2111,""Untuk dari segi kemanan shoppe unggul, kalo soal amanah barang yang dikirim  tiktok sih. Soalnya saya merasakan sendiri.. klo beli kek daster, aksesoris dll selalu lengkap klo di titktok. Daripada  shoppe/eccomerce lainnya. Terkecuali beli di eccomerce lain selain tiktok yang official nah baru amanah untuk barang yang dipesan selalu tepat."",0";
2023-10-03T22:44:44Z,@putrajayaberkahabadi7283,Nyatanya pemerintah jg ngimpor barang dr luar,0;
2023-10-04T03:35:16Z,@lakongamok5302,Cie yg selama ini banyak dpt duet dari jualan hasil nipu org ekwkw,0;
"2023-10-03T21:43:47Z,@btviacell880,""Tik tok shop di hapus <br>Game slop, judi online di pertahankan 😂"",0";
"2023-10-03T21:41:11Z,@keranantik7827,""Tutup shop online dah, balik ke pasar lagi kan enak, pakai produk dalam negri juga, bisa ramai lagi, pekerja supir angkot atau jasa lainya di jalan atau toko pasar biar enak sambil silahturohmi sama masyarakat"",0";
"2023-10-04T03:35:57Z,@lakongamok5302,""Mandi dlu dek , bau kaki napasmu"",0";
2023-10-03T19:59:31Z,@adibahcaca5737,Bgussss pemerintah...,0;
"2023-10-03T19:57:02Z,@candezvols3440,""Pas lah.. lgipun jasa ekspedisi yg di gunakan pelayanannya makin buruk, sering terlambat. Konsumen tdk d beri opsi jasa layanan ekspedisi. Tokogak bisa berbuat bnyk, komplain cuma robot yg respon. Chatlive gk guna berakhir no solusi"",0";
"2023-10-03T19:50:55Z,@user-bi3iu4tt1y,""😂😂😂 tiktok di larang tapi banyak toko di pinggir jalan jualan barang bekas ilegal di biarkan aja , ayo kita bikin gerakan bakar toko pedagang barang impor ilegal"",0";
2023-10-04T02:36:43Z,@user-wg9si1lo4k,kn cuma tiktok bambang 😂😂 bukan apk ecomerce resmi dtutup smua .. ada tmpt sndri2..dtkutkn jg klo tanpa ijin resmi bs trjdi bny penipuan krn tdk bs dprtggungjwbkan..toh hrga apk resmi msh jauh lbh murah ..😂😂 mau dagang dsana jg gmpg knp ribet sih,1;
2023-10-06T21:21:34Z,@AhmedPlay.,sdh saatnya kau ngepet lagi..wkwkw canda bang,0;
2023-10-03T19:26:57Z,@Kips88,Saya sangt setuju...,0;
2023-10-03T19:14:51Z,@bimosantoso1724,Keputusan pemerintah sudah TEPAT 👍 - Ekonomi Nasional harus diselamatkan dari platform2 E-Commerse RRC berkedok Sosial Media.. RRC sudah berani direct produk2 mereka dengan harga yang sangat tidak masuk akal!,15;
2023-10-05T07:27:45Z,@barakusumo7456,tapi pembeli kyk gw mah seneng bgt dapet barang murah daripada beli dipasar getok harga seenaknya,1;
2023-10-06T02:54:12Z,@abrahamkarim3407,​@@barakusumo7456difikirkan ke dapannya pak. Jgn instant saja,0;
"2023-10-08T01:58:28Z,@evisusanti-gk3fh,""MEREKA PEDAGANG OFFLINE TAPI MENGGUNAKAN MEDIA ONLINE, YANG DAGANG PEDAGANG YANG ADA DITANAH ABANG JUGA. PEDAGANG YG MERUGIKAN PEDAGANG OFFLINE ADALAH SHOPEE, TOKOPEDIA DST KARENA BARANG DAGANGANNYA DIJUAL TANPA ADA ORANGNYA, BERBEDA DENGAN PEDAGANG YANG BERJUALAN DI TIKTOK ADA PENJUALNYA NUNGGU BARANG DAGANGANNYA. JADI YANG HARUS DITUTUP ADALAH SHOPE, TOKOPEDIA DST."",0";
"2023-10-25T10:12:06Z,@user-lg8tg2qi3i,""Tiktok shop di tutup pemerintah dmpak yg telah terjadi puluhan ribu kariawan di exspedisi di pecat dn ribuan kariawan jualan online kehilangan pekerjaan. Dan mngakibatkan bnyak pengangguran di indonesia, Apakah sekarang ada tanggung jawab pemerintah..?"",0";
2023-10-03T19:04:20Z,@muchamadmuhlis7160,Cb lihat apa abis ini tanah abang langsung rame,0;
"2023-10-03T18:32:19Z,@kutilkebo,""<b>ITU ARTIS KURANG KAYA ATAU BAGAIMANA, MASIH AJA JUALAN, REJEKI ITU JGN DI KUASAI SENDIRI</b>"",0";
2023-10-03T18:00:42Z,@purimila6318,Pngn tau aja dngn dtutupnya tiktok shop apa bs berangsur pulih pasar2 offline? Gk lah..,0;
2023-10-03T17:53:32Z,@muhammadfuadmartha4052,Instagram bagaimana? Bisa jualan juga,0;
"2023-10-03T17:47:05Z,@hartoniyasin5507,""Ada yg di untungkab ada yang dirugi kan, untung rugi di bisnis sudah biasa"",0";
2023-10-03T17:35:44Z,@elisabethprasetya6059,Iri bilang boss RIP keadilan,0;
2023-10-03T17:34:10Z,@user-pg4gf7qh6p,Sekalian judi online di berantas,0;
2023-10-03T17:19:12Z,@hanaffhars129,shoppe juga ada sosial media shoppevideo live nya pun ada,0;
2023-10-03T16:38:28Z,@naturegreen2335,MELINDUNGI UMKM YAKIN..???!!...🤔🤔😁😁<br><br>Kenapa tiktokshop di tutup?...tinjau kembali pak...pemerintah harus tegas...sederhana saja kalau pemerintah ingin melindungi UMKM negeri ini ..barang apa yg harus import dan barang apa yg tidak boleh import..sekiranya sebuah produk itu bisa di buat di negeri ini kenapa harus import..itu saja sih simpel..yg penting petugas lapangannya saja yg bener tugasnya..seperti menteri perdagangan dan perindustrian dan petugas bea cukai dan sebaginya yg kompak dan gotong royong jangan mau di suap...supaya barang import tidak masuk ke negeri ini ...<br><br>selama suap berjalan yang pasti UMKM ini gak akan terlindungi...!!!,1;
2023-10-03T16:36:46Z,@rantika97,la msh bnyk yg ditiktok live jualan,0;
2023-10-03T16:33:09Z,@giyatsagitsni6583,Cuman buat ngangkat shopee dan lazada itu mah,0;
"2023-10-03T16:28:35Z,@user-zc9lc8nm3o,""Pemerintah hanya mementingkan orang tanah abang aja,yang lain tidak di pentingkan 😂apakah itu di namakan adil😂"",0";
2023-10-03T15:36:22Z,@jupelity4452,Setuju...lagian itu tiktok kan platform sosial media bukan platform jualan...udah ada peraturannya ...kalo mau jualan ya di platform jualan macam shopee dll...,0;
